model_a,model_b,facet,net_eppd_delta,ci_low,ci_high,win_rate_a,deals_total
anchor_hybrid_r0_full,stricthellraiser,pooled,2.98,0.9,5.12,0.54,50
anchor_hybrid_r0_full,stricthellraiser,suit,2.9375,0.75,5.1875,0.5208,48
anchor_hybrid_r0_full,stricthellraiser,low,4.0,2.0,6.0,1.0,2
anchor_hybrid_r0_full,stricthellraiser,bid_type:regular,2.98,0.9,5.12,0.54,50
rankthetank,rankthetank,pooled,2.76,-0.58,5.98,0.62,50
rankthetank,rankthetank,suit,2.76,-0.58,5.98,0.62,50
rankthetank,rankthetank,bid_type:regular,2.76,-0.58,5.98,0.62,50
rankthetank,anchor_hybrid_r0_full,pooled,-11.34,-12.48,-9.96,0.06,50
rankthetank,anchor_hybrid_r0_full,suit,-11.34,-12.48,-9.96,0.06,50
rankthetank,anchor_hybrid_r0_full,bid_type:regular,-11.34,-12.48,-9.96,0.06,50
anchor_hybrid_r0_full,rankthetank,pooled,10.46,8.7195,11.94,0.9,50
anchor_hybrid_r0_full,rankthetank,suit,10.46,8.7195,11.94,0.9,50
anchor_hybrid_r0_full,rankthetank,bid_type:regular,10.46,8.7195,11.94,0.9,50
anchor_hybrid_r0_full,anchor_hybrid_r0_full,pooled,-1.26,-2.62,0.16,0.3,50
anchor_hybrid_r0_full,anchor_hybrid_r0_full,suit,-1.4865,-3.2162,0.2432,0.3243,37
anchor_hybrid_r0_full,anchor_hybrid_r0_full,high,-3.6,-6.8,1.2,0.2,5
anchor_hybrid_r0_full,anchor_hybrid_r0_full,low,3.3333,-2.0,6.0,0.6667,3
anchor_hybrid_r0_full,anchor_hybrid_r0_full,bid_type:regular,-1.4,-2.9111,0.2,0.3333,45
